policy_type,threshold,action_delay,timeout,score_point_s,score_mode,cutoff_rate,mean_latency,timeout_rate,detect_rate,f1,n_hold_spans,n_eot_spans,is_pareto
model,0.94,0.3,3.5,0.2,score_point,0.0028368794326241137,3.1,0.875,0.125,0.22123893805309733,705,400,False
model,0.94,0.4,3.5,0.2,score_point,0.0028368794326241137,3.1125,0.875,0.125,0.22123893805309733,705,400,False
model,0.74,0.8,3.5,0.2,score_point,0.00425531914893617,1.5897500000000002,0.2925,0.7075,0.825072886297376,705,400,True
model,0.75,0.8,3.5,0.2,score_point,0.00425531914893617,1.6235000000000002,0.305,0.695,0.8164464023494861,705,400,False
model,0.76,0.7,3.5,0.2,score_point,0.00425531914893617,1.6239999999999997,0.33,0.67,0.7988077496274218,705,400,False
model,0.77,0.7,3.5,0.2,score_point,0.00425531914893617,1.652,0.34,0.66,0.7916041979010495,705,400,False
model,0.74,0.9,3.5,0.2,score_point,0.00425531914893617,1.6605,0.2925,0.7075,0.825072886297376,705,400,False
model,0.75,0.9,3.5,0.2,score_point,0.00425531914893617,1.6929999999999998,0.305,0.695,0.8164464023494861,705,400,False
model,0.78,0.7,3.5,0.2,score_point,0.00425531914893617,1.6939999999999997,0.355,0.645,0.7806354009077157,705,400,False
model,0.74,1.0,3.5,0.2,score_point,0.00425531914893617,1.73125,0.2925,0.7075,0.825072886297376,705,400,False
model,0.79,0.7,3.5,0.2,score_point,0.00425531914893617,1.7359999999999998,0.37,0.63,0.7694656488549619,705,400,False
model,0.75,1.0,3.5,0.2,score_point,0.00425531914893617,1.7625,0.305,0.695,0.8164464023494861,705,400,False
model,0.8,0.7,3.5,0.2,score_point,0.00425531914893617,1.8199999999999996,0.4,0.6,0.7465007776049766,705,400,False
model,0.81,0.7,3.5,0.2,score_point,0.00425531914893617,1.8829999999999998,0.4225,0.5775,0.7287066246056781,705,400,False
model,0.82,0.7,3.5,0.2,score_point,0.00425531914893617,1.9529999999999998,0.4475,0.5525,0.7083333333333334,705,400,False
model,0.83,0.7,3.5,0.2,score_point,0.00425531914893617,2.0299999999999994,0.475,0.525,0.6851549755301795,705,400,False
model,0.84,0.6,3.5,0.2,score_point,0.00425531914893617,2.05,0.5,0.5,0.6633499170812603,705,400,False
model,0.85,0.6,3.5,0.2,score_point,0.00425531914893617,2.166,0.54,0.46,0.6269165247018739,705,400,False
model,0.86,0.6,3.5,0.2,score_point,0.00425531914893617,2.26025,0.5725,0.4275,0.5958188153310106,705,400,False
model,0.87,0.6,3.5,0.2,score_point,0.00425531914893617,2.37625,0.6125,0.3875,0.5555555555555556,705,400,False
model,0.88,0.6,3.5,0.2,score_point,0.00425531914893617,2.5067500000000003,0.6575,0.3425,0.5074074074074075,705,400,False
model,0.89,0.6,3.5,0.2,score_point,0.00425531914893617,2.60825,0.6925,0.3075,0.467680608365019,705,400,False
model,0.9,0.5,3.5,0.2,score_point,0.00425531914893617,2.6675,0.7225,0.2775,0.4319066147859923,705,400,False
model,0.9,0.6,3.5,0.2,score_point,0.00425531914893617,2.69525,0.7225,0.2775,0.4319066147859923,705,400,False
model,0.91,0.3,3.5,0.2,score_point,0.00425531914893617,2.7320000000000007,0.76,0.24,0.3847695390781563,705,400,False
model,0.91,0.4,3.5,0.2,score_point,0.00425531914893617,2.756,0.76,0.24,0.3847695390781563,705,400,False
model,0.93,0.2,3.5,0.2,score_point,0.00425531914893617,2.9225,0.825,0.175,0.29598308668076106,705,400,False
model,0.72,0.8,3.5,0.2,score_point,0.005673758865248227,1.5155,0.265,0.735,0.8424068767908309,705,400,True
model,0.74,0.7,3.5,0.2,score_point,0.005673758865248227,1.5189999999999997,0.2925,0.7075,0.8238719068413392,705,400,False
model,0.73,0.8,3.5,0.2,score_point,0.005673758865248227,1.5357500000000002,0.2725,0.7275,0.837410071942446,705,400,False
model,0.75,0.7,3.5,0.2,score_point,0.005673758865248227,1.5539999999999998,0.305,0.695,0.81524926686217,705,400,False
model,0.76,0.6,3.5,0.2,score_point,0.005673758865248227,1.557,0.33,0.67,0.7976190476190478,705,400,False
model,0.77,0.6,3.5,0.2,score_point,0.005673758865248227,1.5859999999999999,0.34,0.66,0.7904191616766467,705,400,False
model,0.72,0.9,3.5,0.2,score_point,0.005673758865248227,1.589,0.265,0.735,0.8424068767908309,705,400,False
model,0.73,0.9,3.5,0.2,score_point,0.005673758865248227,1.6085,0.2725,0.7275,0.837410071942446,705,400,False
model,0.78,0.6,3.5,0.2,score_point,0.005673758865248227,1.6295,0.355,0.645,0.7794561933534744,705,400,False
model,0.72,1.0,3.5,0.2,score_point,0.005673758865248227,1.6625,0.265,0.735,0.8424068767908309,705,400,False
model,0.79,0.6,3.5,0.2,score_point,0.005673758865248227,1.673,0.37,0.63,0.7682926829268293,705,400,False
model,0.73,1.0,3.5,0.2,score_point,0.005673758865248227,1.68125,0.2725,0.7275,0.837410071942446,705,400,False
model,0.8,0.6,3.5,0.2,score_point,0.005673758865248227,1.76,0.4,0.6,0.7453416149068324,705,400,False
model,0.81,0.6,3.5,0.2,score_point,0.005673758865248227,1.82525,0.4225,0.5775,0.7275590551181101,705,400,False
model,0.82,0.6,3.5,0.2,score_point,0.005673758865248227,1.89775,0.4475,0.5525,0.7072,705,400,False
model,0.84,0.8,3.0,0.2,score_point,0.005673758865248227,1.9000000000000004,0.5,0.5,0.662251655629139,705,400,False
model,0.84,0.9,3.0,0.2,score_point,0.005673758865248227,1.95,0.5,0.5,0.662251655629139,705,400,False
model,0.83,0.6,3.5,0.2,score_point,0.005673758865248227,1.9775,0.475,0.525,0.6840390879478827,705,400,False
model,0.85,0.8,3.0,0.2,score_point,0.005673758865248227,1.9880000000000002,0.54,0.46,0.6258503401360545,705,400,False
model,0.84,1.0,3.0,0.2,score_point,0.005673758865248227,2.0,0.5,0.5,0.662251655629139,705,400,False
model,0.85,0.9,3.0,0.2,score_point,0.005673758865248227,2.034,0.54,0.46,0.6258503401360545,705,400,False
model,0.86,0.8,3.0,0.2,score_point,0.005673758865248227,2.0595000000000003,0.5725,0.4275,0.5947826086956521,705,400,False
model,0.85,1.0,3.0,0.2,score_point,0.005673758865248227,2.08,0.54,0.46,0.6258503401360545,705,400,False
model,0.86,0.9,3.0,0.2,score_point,0.005673758865248227,2.1022499999999997,0.5725,0.4275,0.5947826086956521,705,400,False
model,0.86,1.0,3.0,0.2,score_point,0.005673758865248227,2.145,0.5725,0.4275,0.5947826086956521,705,400,False
model,0.87,0.8,3.0,0.2,score_point,0.005673758865248227,2.1475,0.6125,0.3875,0.5545617173524151,705,400,False
model,0.87,0.9,3.0,0.2,score_point,0.005673758865248227,2.18625,0.6125,0.3875,0.5545617173524151,705,400,False
model,0.87,1.0,3.0,0.2,score_point,0.005673758865248227,2.225,0.6125,0.3875,0.5545617173524151,705,400,False
model,0.88,0.8,3.0,0.2,score_point,0.005673758865248227,2.2465,0.6575,0.3425,0.5064695009242144,705,400,False
model,0.88,0.9,3.0,0.2,score_point,0.005673758865248227,2.28075,0.6575,0.3425,0.5064695009242144,705,400,False
model,0.88,1.0,3.0,0.2,score_point,0.005673758865248227,2.315,0.6575,0.3425,0.5064695009242144,705,400,False
model,0.89,0.8,3.0,0.2,score_point,0.005673758865248227,2.3235,0.6925,0.3075,0.4667931688804554,705,400,False
model,0.89,0.9,3.0,0.2,score_point,0.005673758865248227,2.35425,0.6925,0.3075,0.4667931688804554,705,400,False
model,0.89,1.0,3.0,0.2,score_point,0.005673758865248227,2.385,0.6925,0.3075,0.4667931688804554,705,400,False
model,0.9,0.8,3.0,0.2,score_point,0.005673758865248227,2.3895,0.7225,0.2775,0.4310679611650486,705,400,False
model,0.9,0.9,3.0,0.2,score_point,0.005673758865248227,2.41725,0.7225,0.2775,0.4310679611650486,705,400,False
model,0.9,1.0,3.0,0.2,score_point,0.005673758865248227,2.445,0.7225,0.2775,0.4310679611650486,705,400,False
model,0.91,0.8,3.0,0.2,score_point,0.005673758865248227,2.472,0.76,0.24,0.384,705,400,False
model,0.92,0.5,3.0,0.2,score_point,0.005673758865248227,2.48125,0.7925,0.2075,0.3408624229979466,705,400,False
model,0.91,0.9,3.0,0.2,score_point,0.005673758865248227,2.4959999999999996,0.76,0.24,0.384,705,400,False
model,0.92,0.6,3.0,0.2,score_point,0.005673758865248227,2.502,0.7925,0.2075,0.3408624229979466,705,400,False
model,0.91,1.0,3.0,0.2,score_point,0.005673758865248227,2.52,0.76,0.24,0.384,705,400,False
model,0.92,0.7,3.0,0.2,score_point,0.005673758865248227,2.52275,0.7925,0.2075,0.3408624229979466,705,400,False
model,0.92,0.8,3.0,0.2,score_point,0.005673758865248227,2.5435000000000003,0.7925,0.2075,0.3408624229979466,705,400,False
model,0.93,0.5,3.0,0.2,score_point,0.005673758865248227,2.5625,0.825,0.175,0.29535864978902954,705,400,False
model,0.92,0.9,3.0,0.2,score_point,0.005673758865248227,2.56425,0.7925,0.2075,0.3408624229979466,705,400,False
model,0.89,0.5,3.5,0.2,score_point,0.005673758865248227,2.5775,0.6925,0.3075,0.4667931688804554,705,400,False
model,0.93,0.6,3.0,0.2,score_point,0.005673758865248227,2.58,0.825,0.175,0.29535864978902954,705,400,False
model,0.92,1.0,3.0,0.2,score_point,0.005673758865248227,2.585,0.7925,0.2075,0.3408624229979466,705,400,False
model,0.93,0.7,3.0,0.2,score_point,0.005673758865248227,2.5975,0.825,0.175,0.29535864978902954,705,400,False
model,0.9,0.3,3.5,0.2,score_point,0.005673758865248227,2.6120000000000005,0.7225,0.2775,0.4310679611650486,705,400,False
model,0.93,0.8,3.0,0.2,score_point,0.005673758865248227,2.615,0.825,0.175,0.29535864978902954,705,400,False
model,0.93,0.9,3.0,0.2,score_point,0.005673758865248227,2.6325,0.825,0.175,0.29535864978902954,705,400,False
model,0.9,0.4,3.5,0.2,score_point,0.005673758865248227,2.63975,0.7225,0.2775,0.4310679611650486,705,400,False
model,0.93,1.0,3.0,0.2,score_point,0.005673758865248227,2.65,0.825,0.175,0.29535864978902954,705,400,False
